Topic,Sentiment,tweet,tidy_tweet
thor,1,Thor is home! Thor went missing on Dec 25th and was back home on the 28th. No info was submitted to us on how he... https://t.co/GFp3XcHEWF,thor home thor went missing dec back home info submitted
thor,1,"Thor is ready to fight at the Stadium Arena, Sweden, Nov 28th  This 'Battle of the Norse Giants' sees the 'Game... https://t.co/xMZCBLhH53",thor ready fight stadium arena sweden nov this 'battle norse giants' see 'game
thor,1,Thor is still a great movie after the 3rd time.,thor still great movie time
thor,1,"Thor is the man, this guy may have single handidly just turned this around with that first pitch",thor man guy may single handidly turned around first pitch
thor,1,"Thor just giving me my 16th heart attack of the night. It's okay, just some candy corn lodged in my valves this time. #LGM",thor giving heart attack night it okay candy corn lodged valve time lgm
thor,1,Thor may be 'sexy and he knows it' but I'm to sexy for my shirt.,thor may  know it' i'm sexy shirt
thor,1,Thor may want to pull back a little on working the calf muscles at the gym but otherwise....come to mama. #Purr https://t.co/4Qa9UaC0oq,thor may want pull back little working calf muscle gym otherwise come mama purr
thor,1,Thor the dog loves Tuesday night D&amp;D. https://t.co/HKHfrWuq76,thor dog love tuesday night amp
thor,1,Thor thinks he's a lap dog and a face cleaner... Fun personality for sure :) He will be with us again tomorrow in... https://t.co/ZAyhg0n341,thor think he lap dog face cleaner fun personality sure tomorrow
thor,1,Thor will be with his new owners tomorrow.,thor new owner tomorrow
thor,1,Thor's going to make Herrera pay tomorrow night. Mets have the enforcer on the mound https://t.co/qzXkM2hiXn,thor going make herrera pay tomorrow night mets enforcer mound
thor,1,Thursday is Thor's day and I'm sore from the thunder of stress that I'm under,thursday thor day i'm sore thunder stress i'm
thor,1,Thursday: Thor's day. Bring me your bolts your breezes your squalls your everything. We can handle it. xx,thursday thor day bring bolt breeze squall everything handle
thor,1,Today is Thor's day (Thursday)  So in honor of Thor's day let's get hammered!!!   But first let's start with a... https://t.co/82F0w3ePqJ,today thor day thursday honor thor day let get hammered but first let start
thor,1,Tomorrow is Thor's Day. He's allowed on the team because his hammer is powered by lightning. No hammers on the team without electricity!,tomorrow thor day he allowed team hammer powered lightning hammer team without electricity
thor,1,Visiting Mariyln tomorrow with Thor then lunch with nana and Thor! :),visiting mariyln tomorrow thor lunch nana thor
thor,1,We're looking forward to hearing the result together - 12.30pm Friday at Thor's Tipi on Parliament St - find out with us!,we're looking forward hearing result together friday thor tipi parliament find
thor,1,Well guys do you know what day is today? Its Thursday!! Happy Thor's day to everybody!,well guy know day today its thursday happy thor day everybody
thor,1,"What's nice about CY pitching tomorrow night, he won't lose focus like Ventura did after Thor singled. We can't go to a game 7 with YV",what nice pitching tomorrow night lose focus like ventura thor singled ca not game
thor,1,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor #WontHappenAgain,win tomorrow get another shot game set harvery degrom thor wonthappenagain
thor,1,"Working on my ""Thor"" drawing 'cause I'm going to see @chrishemsworth this Thursday! https://t.co/D1KMZ6qZCS",working thor drawing 'cause i'm going see thursday
thor,1,"Yes, Thor, I remember those 6th inning stats of yours. Let's lose them tonight, hey? #LGM",yes thor remember inning stats let lose tonight hey lgm
thor,1,"a full season of Harvey, deGrom, Thor, Matz and Wheeler coming back in June?? sign me up. Lets get Heyward, some bullpen call it a day",full season harvey degrom thor matz wheeler coming back june sign lets get heyward bullpen call day
thor,1,fuck i want to go into the city tomorrow. deGROM and Thor are gonna be at macys,fuck want city tomorrow degrom thor gonna macys
thor,1,"if YoVentura had done what @mets Thor did on the 1st pitch to Esky he would have been villainized. Instead, Thor is a hero. #GoRoyals",yoventura done thor pitch esky would villainized instead thor hero goroyals
thor,1,melinda may can lift the mjolnir and use it and she'll just say she's doing her job. *at some point Thor lifted her. yep he's dreamy*,melinda may lift mjolnir use she'll say job point thor lifted yep he dreamy
thor,1,"today while I was signing Thor's 2nd surgery contract, the TV was playing Supernatural's Fan Fiction episode. I had to stop signing just to",today signing thor surgery contract playing supernatural fan fiction episode stop signing
tom brady,0,"@SportsCenter #bradyapology Tom Brady can take his fake apology, tears and lies and shuv them where the sun doesn't shine.  he's a LIAR",bradyapology tom brady take fake apology tear lie shuv sun shine he liar
tom brady,0,"@ilovemyotp tom Brady did not deflate balls, but was suspended for 4 games bc he may or may not have known it was being done",tom brady not deflate ball suspended game may may not known done
tom brady,0,@realDonaldTrump : 1 way to lose votes is to side with a cheater like Tom Brady. 2nd way is to think its ok that #KimDavis  was arrested.,way lose vote side cheater like tom brady way think kimdavis arrested
tom brady,0,@steelers Give Tom Brady the #crybabY and his New England Patriots their 1st loss of the season,give tom brady crybaby new england patriots loss season
tom brady,0,"Blah, blah, blah.... I still don't care for you much Tom Brady.. https://t.co/LLrbHJBah4",blah blah blah still care much tom brady
tom brady,0,Can it be thursday yet i wanna watch tom brady fuck somebody up,can thursday yet wanna watch tom brady fuck somebody
tom brady,0,Does the overturned suspension change your opinion of Tom Brady? http://t.co/XBKIhCykIS once a cheater always a cheater - proven many times,does overturned suspension change opinion tom brady cheater always cheater proven many time
tom brady,0,Don't care Tom Brady and the patriots organization are cheaters! https://t.co/CchRd83vQy,do not care tom brady patriot organization cheater
tom brady,0,Goodell has been caught in lie after lie after lie.  Tom Brady swore under oath he did nothing and science affirms. https://t.co/jX8DPK55GR,goodell caught lie lie lie tom brady swore oath nothing science affirms
tom brady,0,I hate @CJ_Mathews23 right now. How dare you pick Tom Brady in the 4th round.,hate right how dare pick tom brady round
tom brady,0,I hope Tom Brady gets fucking clobbered about 699 times next Sunday,hope tom brady get fucking clobbered time next sunday
tom brady,0,I hope the Steelers CRUSH Tom Brady on Thursday. Damn cheater.,hope steelers crush tom brady thursday damn cheater
tom brady,0,I just drafted Tom Brady in the 6th round and I'm disgusted with myself,drafted tom brady round i'm disgusted
tom brady,0,I know I'm an asshole for what I'm about to say but I truly feel this way. I HOPE TOM BRADY HAS A SEASON ENDING INURY WITHIN THE 1ST 4 GAMES,know i'm asshole i'm say truly feel way hope tom brady has season ending inury within the games
tom brady,0,If the NFL wants to punish Tom Brady &amp; the Patsies they should move all their games to Monday morning at 8 a.m. That should deflate them :),nfl want punish tom brady amp patsies move game monday morning that deflate
tom brady,0,It's NFL kickoff but you don't like Tom Brady so come to @MadisonMalloy and my show next Thursday 9/10@7pm! Get tix http://t.co/CGaLE5LOqf,it nfl kickoff like tom brady come show next thursday get tix
tom brady,0,"My wife said, after seeing this: ""I think my 15 year love affair with Tom Brady may be coming to an end"" https://t.co/zm4T2t5alj",wife said seeing think year love affair tom brady may coming end
tom brady,0,Not about Brady. 2nd time cheating w/no punishment! Tom Brady: 'I Am Sorry Our League Had to Endure' 'Deflategate' http://t.co/rj4nWvofks,not brady time cheating punishment tom brady sorry our league had endure' 'deflategate'
tom brady,0,"Now that #cheater Tom Brady is back, the Steelers defense needs to step up for opening night next Thursday!  #SM3410",now cheater tom brady back steelers defense need step opening night next thursday
tom brady,0,Please pull down Tom Brady's pants and undress the cheaters on Thursday night @steelers,please pull tom brady pant undress cheater thursday night
tom brady,0,Please someone cheap shot the hell out of Tom Brady next Sunday.,please someone cheap shot hell tom brady next sunday
tom brady,0,Roger Goodell do your job. Tom Brady is suspended 1st 4 games. Patriots forfeit any of those games he plays. #thatisall #bermanhasnopower,roger goodell job tom brady suspended game patriots forfeit game play thatisall bermanhasnopower
tom brady,0,So hype to give a presentation in management class tomorrow about why Tom Brady can go fuck himself,hype give presentation management class tomorrow tom brady fuck
tom brady,0,Sold out and took Tom Brady in fantasy. It will be first time in his career he throws a legal football so he may suck. We'll see.,sold took tom brady fantasy first time career throw legal football may suck we'll see
tom brady,0,"The sun will set in the west tonight, prompting @nflcommish to suspend Tom Brady for 4 more games. #Patriots",the sun set west tonight prompting suspend tom brady game patriots
tom brady,0,"This Thursday, the Steelers defense will beat the air out of Tom Brady! ;) http://t.co/p8eVrM3nH5",this thursday steelers defense beat air tom brady
tom brady,0,"This is the 1st year Tom Brady doesn't have quality WRs, CBs, and RBs, every other yr it was 1 w/o the other",this year tom brady quality wrs cbs rbs every
tom brady,0,Tom Brady may have became the most hated person in the NFL over the last few months,tom brady may became hated person nfl last month
tom brady,0,"Tom Brady may have won his fight with the NFL, but he will forever be a fuckin cheat piece of shit in my book.",tom brady may fight nfl forever fuckin cheat piece shit book
tom brady,0,Tom Brady may well become the first player to try to sue his way into the Hall of Fame.  His legal maneuvers are ruining his legacy.,tom brady may well become first player try sue way hall fame his legal maneuver ruining legacy
tom brady,0,Tom Brady probably cheated his way to winning the 8th grade science fair smh,tom brady probably cheated way winning grade science fair smh
tom brady,0,"Tom Brady seriously said ""...to a large degree, we have all lost."" C'mon man!  Can you not even briefly pretend not to be a huge douche?",tom brady seriously said large degree lost c'mon man can not even briefly pretend not huge douche
tom brady,0,Tom Brady's tailbone is going to be broken next Thursday watch out,tom brady tailbone going broken next thursday watch
